first_image,second_image,first_plot,second_plot,first_jlu,first_gau,second_jlu,second_gau,weight
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162609.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151439.jpg,plot_49366699fc79f58ef04c,plot_f19419da98fe0824600a,15.0,22.0,8.0,2.5,0.0004761904710903764
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162609.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_160831.jpg,plot_49366699fc79f58ef04c,plot_31ff4a85b21ababa7de0,15.0,22.0,1.0,9.5,0.0004761904710903764
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162609.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122046.jpg,plot_49366699fc79f58ef04c,plot_166bd930c637bcfcd528,15.0,22.0,2.0,7.900000095367432,0.0004761904710903764
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162609.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_152457.jpg,plot_49366699fc79f58ef04c,plot_cf8f8145824cff35d237,15.0,22.0,3.0,9.5,0.0004761904710903764
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_130529.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162609.jpg,plot_883726baafccd2304661,plot_49366699fc79f58ef04c,2.0,7.5,15.0,22.0,0.0004761904710903764
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162609.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_160047.jpg,plot_49366699fc79f58ef04c,plot_ecb8a2d7a20b5079cedb,15.0,22.0,2.0,8.5,0.0004761904710903764
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121301.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162609.jpg,plot_09d8a533567043e69854,plot_49366699fc79f58ef04c,1.0,8.0,15.0,22.0,0.0004761904710903764
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162609.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161549.jpg,plot_49366699fc79f58ef04c,plot_5008f76cf0a562f63097,15.0,22.0,7.0,1.7000000476837158,0.0004761904710903764
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162109.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162609.jpg,plot_60d8a72fe06bef6e6da4,plot_49366699fc79f58ef04c,1.0,6.400000095367432,15.0,22.0,0.0004761904710903764
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_153825.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162609.jpg,plot_64e19f5de9c116d1fbb6,plot_49366699fc79f58ef04c,3.0,8.5,15.0,22.0,0.0004761904710903764
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162109.jpg,plot_58dcc70e233744338fcf,plot_60d8a72fe06bef6e6da4,30.0,19.5,1.0,6.400000095367432,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_123202.jpg,plot_58dcc70e233744338fcf,plot_a3e331c4e6fce2b877bd,30.0,19.5,5.0,12.0,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_160047.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_ecb8a2d7a20b5079cedb,plot_58dcc70e233744338fcf,2.0,8.5,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161624.jpg,plot_58dcc70e233744338fcf,plot_3361cc58e772149f169e,30.0,19.5,12.0,3.0,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_155939.jpg,plot_58dcc70e233744338fcf,plot_b351f823b8a0415f9230,30.0,19.5,3.0,10.0,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121246.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_09d8a533567043e69854,plot_58dcc70e233744338fcf,7.0,13.5,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154649.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_f974c33b3b939aa5f878,plot_58dcc70e233744338fcf,2.0,9.5,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132801.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_b2decf1cbf56bcdc6d32,plot_58dcc70e233744338fcf,3.0,12.5,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_131419.jpg,plot_58dcc70e233744338fcf,plot_e26908bc9222e28c92ff,30.0,19.5,10.0,4.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_153832.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_64e19f5de9c116d1fbb6,plot_58dcc70e233744338fcf,4.0,14.0,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121314.jpg,plot_58dcc70e233744338fcf,plot_0de14b7453cf30ed2a1c,30.0,19.5,2.0,7.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122605.jpg,plot_58dcc70e233744338fcf,plot_4460e7e9889b69d86dd3,30.0,19.5,1.0,14.0,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121301.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_09d8a533567043e69854,plot_58dcc70e233744338fcf,1.0,8.0,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161857.jpg,plot_58dcc70e233744338fcf,plot_490a77dae7954530a2a4,30.0,19.5,5.0,13.300000190734863,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_130128.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_77196a9ec72c575b5b40,plot_58dcc70e233744338fcf,10.0,4.5,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122013.jpg,plot_58dcc70e233744338fcf,plot_de57345dfd586882f461,30.0,19.5,5.0,14.0,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162116.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_60d8a72fe06bef6e6da4,plot_58dcc70e233744338fcf,3.0,11.399999618530273,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162936.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_6b8f7220a8a82d322a40,plot_58dcc70e233744338fcf,2.0,13.5,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_153825.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_64e19f5de9c116d1fbb6,plot_58dcc70e233744338fcf,3.0,8.5,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_152220.jpg,plot_58dcc70e233744338fcf,plot_67dc730dc218f4c377b3,30.0,19.5,14.0,5.0,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_130529.jpg,plot_58dcc70e233744338fcf,plot_883726baafccd2304661,30.0,19.5,2.0,7.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_125431.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_ccfe1e329b419e50732e,plot_58dcc70e233744338fcf,13.0,3.0,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_152457.jpg,plot_58dcc70e233744338fcf,plot_cf8f8145824cff35d237,30.0,19.5,3.0,9.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121843.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_08853fb661302206a300,plot_58dcc70e233744338fcf,4.0,12.0,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124358.jpg,plot_58dcc70e233744338fcf,plot_e77622de4cce1b168140,30.0,19.5,3.0,11.0,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124615.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_9e661ae87ec066049f1f,plot_58dcc70e233744338fcf,5.0,11.5,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121113.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_a7714d1b769d45a9b00a,plot_58dcc70e233744338fcf,2.0,10.0,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_130737.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_4c9e8c4301206d84387b,plot_58dcc70e233744338fcf,13.0,2.0,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122557.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_4460e7e9889b69d86dd3,plot_58dcc70e233744338fcf,2.0,10.0,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_152040.jpg,plot_58dcc70e233744338fcf,plot_aace551e1ccebf79dd75,30.0,19.5,14.0,4.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_155302.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_cb17d6bcad8ffccbde51,plot_58dcc70e233744338fcf,1.0,10.5,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161751.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_5ca84068b670156039bd,plot_58dcc70e233744338fcf,3.0,13.0,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_160714.jpg,plot_58dcc70e233744338fcf,plot_ea99039aeae06bdc085a,30.0,19.5,1.0,13.0,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124500.jpg,plot_58dcc70e233744338fcf,plot_ea75df3b909465cef7b1,30.0,19.5,5.0,12.0,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132424.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_04441862d5c5dd0b49cc,plot_58dcc70e233744338fcf,10.0,2.5,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151915.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_6ca7eb46f81c9ecf993b,plot_58dcc70e233744338fcf,12.0,5.5,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_160301.jpg,plot_58dcc70e233744338fcf,plot_80ee42a305b824b5337d,30.0,19.5,2.0,12.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_125439.jpg,plot_58dcc70e233744338fcf,plot_ccfe1e329b419e50732e,30.0,19.5,13.0,6.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161415.jpg,plot_58dcc70e233744338fcf,plot_6db75ec8b4bf1739f8b3,30.0,19.5,10.0,4.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154509.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124319.jpg,plot_a2c6a5fd1e9b0c0d5868,plot_58dcc70e233744338fcf,13.0,6.0,30.0,19.5,0.00029761905898340046
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124226.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122046.jpg,plot_26082c067072eb38d909,plot_166bd930c637bcfcd528,25.0,15.0,2.0,7.900000095367432,0.0002587991766631603
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124226.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_152653.jpg,plot_26082c067072eb38d909,plot_fe93ef196b1a8b77de19,25.0,15.0,1.0,8.5,0.0002587991766631603
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132550.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124226.jpg,plot_cff264c1afb9a1cf9473,plot_26082c067072eb38d909,2.0,8.5,25.0,15.0,0.0002587991766631603
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_160047.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124226.jpg,plot_ecb8a2d7a20b5079cedb,plot_26082c067072eb38d909,2.0,8.5,25.0,15.0,0.0002587991766631603
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124226.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151439.jpg,plot_26082c067072eb38d909,plot_f19419da98fe0824600a,25.0,15.0,8.0,2.5,0.0002587991766631603
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124226.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_152457.jpg,plot_26082c067072eb38d909,plot_cf8f8145824cff35d237,25.0,15.0,3.0,9.5,0.0002587991766631603
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124226.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_153825.jpg,plot_26082c067072eb38d909,plot_64e19f5de9c116d1fbb6,25.0,15.0,3.0,8.5,0.0002587991766631603
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124226.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121314.jpg,plot_26082c067072eb38d909,plot_0de14b7453cf30ed2a1c,25.0,15.0,2.0,7.5,0.0002587991766631603
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_160831.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124226.jpg,plot_31ff4a85b21ababa7de0,plot_26082c067072eb38d909,1.0,9.5,25.0,15.0,0.0002587991766631603
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162109.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124226.jpg,plot_60d8a72fe06bef6e6da4,plot_26082c067072eb38d909,1.0,6.400000095367432,25.0,15.0,0.0002587991766631603
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154622.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124226.jpg,plot_5d8d172daef4ef20984f,plot_26082c067072eb38d909,1.0,7.5,25.0,15.0,0.0002587991766631603
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_130529.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124226.jpg,plot_883726baafccd2304661,plot_26082c067072eb38d909,2.0,7.5,25.0,15.0,0.0002587991766631603
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_124226.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161242.jpg,plot_26082c067072eb38d909,plot_c08c9fc75665c975b852,25.0,15.0,1.0,6.5,0.0002587991766631603
