image_id,absolute_path,relative_path,top_level_folder,file_name,extension,file_size_bytes,modified_time_ns,sha256,duplicate_group_id,duplicate_count,duplicate_role,canonical_relative_path,cohort_id,partner,location,experiment,sampling_date,timepoint,bbch,expected_cohort_images,label_status,label_sources,is_training_subset,width,height,image_mode,image_read_status,image_read_error,qr_payload,qr_status,plot_group_id,plot_group_size_all_dates,views_in_same_cohort_and_plot,view_index_within_cohort_and_plot
img_233db41afa28c05bd91e,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080537.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080537.jpg,2025_09_12_RSFB_01_NPZi,20250912_080537.jpg,.jpg,5750725,1761798960000000000,233db41afa28c05bd91e4b5768b3f022572b3e1e8bb8b23ac55a2c37e39b2f91,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080537.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_26c512165614dde00bc9,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080554.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080554.jpg,2025_09_12_RSFB_01_NPZi,20250912_080554.jpg,.jpg,5308209,1761798962000000000,26c512165614dde00bc9bc828cdaa45d72b4a3d70c881854697afdc9046f419f,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080554.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,8_Lirafit_R4S_387_1_8,decoded,plot_41f6b2cc16dd8e51d730,4,1,1
img_0613d95be91dcc9a2bd2,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080613.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080613.jpg,2025_09_12_RSFB_01_NPZi,20250912_080613.jpg,.jpg,5626206,1761798960000000000,0613d95be91dcc9a2bd273ad0b659d9820ee79f49b35a3a113b32c4405e570ac,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080613.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_f0fbc33b926f3acf9839,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080634.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080634.jpg,2025_09_12_RSFB_01_NPZi,20250912_080634.jpg,.jpg,5266706,1761798962000000000,f0fbc33b926f3acf9839d51d9f66f450acafbd8ef636264d6b01b71e2a4c75af,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080634.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_ca7d569ce432dbb322aa,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080647.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080647.jpg,2025_09_12_RSFB_01_NPZi,20250912_080647.jpg,.jpg,4887419,1761798962000000000,ca7d569ce432dbb322aa92c13faeb71652386ff79a86d31244b1943adbbbe58a,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080647.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,9_SEM_R4S_433_1_9,decoded,plot_e95783e691634ae938c2,4,1,1
img_1553f11ded803ce335f3,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080701.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080701.jpg,2025_09_12_RSFB_01_NPZi,20250912_080701.jpg,.jpg,5191713,1761798962000000000,1553f11ded803ce335f3130eeb201631d8042f6b8ea100be3a6e4030b40f37bf,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080701.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_8e42f67da3b2d7d9cd27,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080719.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080719.jpg,2025_09_12_RSFB_01_NPZi,20250912_080719.jpg,.jpg,5844998,1761798960000000000,8e42f67da3b2d7d9cd271c3d2ce8919bcf42b121972130f75c1c8723b06f635c,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080719.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_8e9666b6889a39e13d82,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080735.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080735.jpg,2025_09_12_RSFB_01_NPZi,20250912_080735.jpg,.jpg,5143731,1761798960000000000,8e9666b6889a39e13d82689d345363f507cdb189f0538838274324f5096792d7,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080735.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_b0f2bffc82a2c659f857,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080805.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080805.jpg,2025_09_12_RSFB_01_NPZi,20250912_080805.jpg,.jpg,5349137,1761798960000000000,b0f2bffc82a2c659f8573a25ea939848f227ff22987ebe07c323467ca3c19fb1,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080805.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_54e1482cb45d57011b71,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080836.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080836.jpg,2025_09_12_RSFB_01_NPZi,20250912_080836.jpg,.jpg,5425195,1761798960000000000,54e1482cb45d57011b71acd3f736c6fd0cc87b0e24d3fced69e102fca2850809,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080836.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_5e40c7634f77ddefdb48,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080847.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080847.jpg,2025_09_12_RSFB_01_NPZi,20250912_080847.jpg,.jpg,5648076,1761798964000000000,5e40c7634f77ddefdb48ab4b9e00db26427856c3e02bcb3f9fa3be907f88666a,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080847.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_eb4c322cb53136868f6a,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080908.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080908.jpg,2025_09_12_RSFB_01_NPZi,20250912_080908.jpg,.jpg,5637707,1761798962000000000,eb4c322cb53136868f6a912340629daf4243375235a5923a009707244b8141a9,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080908.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,11_S30_R4S_406_1_11,decoded,plot_4b7391be3f4a7c181da1,4,1,1
img_565fc344bf9f7601fed7,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080924.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080924.jpg,2025_09_12_RSFB_01_NPZi,20250912_080924.jpg,.jpg,5490351,1761798962000000000,565fc344bf9f7601fed77a5f83a87bdff35de55463b35486a227fcee7eab5dc3,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080924.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,12_J 154_R4S_427_1_12,decoded,plot_f7193af241105a910e54,3,1,1
img_15c8f880e2a8c9f5424a,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080941.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080941.jpg,2025_09_12_RSFB_01_NPZi,20250912_080941.jpg,.jpg,5557913,1761798958000000000,15c8f880e2a8c9f5424ac9d13513d07d3f9b176cff56c73349b616f6968d8d8f,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080941.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_ed208e3e4db81c3448f2,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080957.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080957.jpg,2025_09_12_RSFB_01_NPZi,20250912_080957.jpg,.jpg,5319669,1761798958000000000,ed208e3e4db81c3448f29065b1eaee3c939e62886e2361acc0379c722f193813,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080957.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_69db32a352a52ec23644,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081046.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081046.jpg,2025_09_12_RSFB_01_NPZi,20250912_081046.jpg,.jpg,5389916,1761798962000000000,69db32a352a52ec236440c2ac056ef6d6aee69c5138035037caed35ff57ee907,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081046.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_dd10f399d9a69b77afe1,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081100.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081100.jpg,2025_09_12_RSFB_01_NPZi,20250912_081100.jpg,.jpg,5762142,1761798958000000000,dd10f399d9a69b77afe14b373a79eb2cb3f33761c01c2e8e912b5027a8230d04,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081100.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_a933159c27d4bc7534a8,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081117.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081117.jpg,2025_09_12_RSFB_01_NPZi,20250912_081117.jpg,.jpg,5853764,1761798958000000000,a933159c27d4bc7534a8b91ced420da4a795e5739252c5eaba83b98b7adc2910,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081117.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,13_Falcon_R4S_209_1_13,decoded,plot_bb262b99f762dad89466,4,1,1
img_3f707076b0f163835055,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081141.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081141.jpg,2025_09_12_RSFB_01_NPZi,20250912_081141.jpg,.jpg,6433628,1761798958000000000,3f707076b0f1638350553f61ec210040a982a61feab822f911da6cda5258460d,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081141.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,14_INL 2_R4S_442_1_14,decoded,plot_d1c245b65ee9d8467ac1,3,1,1
img_7cdcedb4c493084d9d6c,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081152.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081152.jpg,2025_09_12_RSFB_01_NPZi,20250912_081152.jpg,.jpg,6512376,1761798962000000000,7cdcedb4c493084d9d6c5728102154b2e3e12e300f8c86f9477a6d0273f3c9a5,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081152.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_3f964fa5694fb081b4b6,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081213.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081213.jpg,2025_09_12_RSFB_01_NPZi,20250912_081213.jpg,.jpg,6678148,1761798962000000000,3f964fa5694fb081b4b6ec68100739f3d7d052d496d7c79fa18be851f11e2fa2,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081213.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_34163a5133f9cc9d31ff,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081243.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081243.jpg,2025_09_12_RSFB_01_NPZi,20250912_081243.jpg,.jpg,6876241,1761798962000000000,34163a5133f9cc9d31ff5fc09f22894791fdb3843f84464e1c1a77a0d19a5876,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081243.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,,not_detected,,,,
img_afedebab0b31a8569dec,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081253.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081253.jpg,2025_09_12_RSFB_01_NPZi,20250912_081253.jpg,.jpg,6516074,1761798962000000000,afedebab0b31a8569dec3381e23a83f494c6285aa5729bf9fca0a406d3b58f52,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081253.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,15_Major_R4S_386_1_15,decoded,plot_8fca3d2bd66b70e1bd09,3,2,1
img_5acf5c65aa1e5e624997,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081304.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081304.jpg,2025_09_12_RSFB_01_NPZi,20250912_081304.jpg,.jpg,6697091,1761798958000000000,5acf5c65aa1e5e624997dfaa26341ce04869f5f1f68acee4fb799833bac83e5c,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081304.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,15_Major_R4S_386_1_15,decoded,plot_8fca3d2bd66b70e1bd09,3,2,2
img_4a274361acac75439fef,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081326.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081326.jpg,2025_09_12_RSFB_01_NPZi,20250912_081326.jpg,.jpg,6826583,1761798962000000000,4a274361acac75439fefa8466388b4967362f698b32cd739216723f914f15257,,1,unique,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081326.jpg,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,900,unlabeled,,False,4000,3000,RGB,ok,,16_S2_R4S_437_1_16,decoded,plot_5001e28f0ae12ef296a9,4,3,1
