image_id,absolute_path,relative_path,file_name,sha256,cohort_id,partner,location,experiment,sampling_date,timepoint,bbch,target,score_single,score_jlu,score_gau,annotator_difference,is_gold_standard,gold_threshold_points,supervision_tier,sample_weight,score_sources,score_qr_code,plot_number,genotype,plot_group_id,plot_group_source,split
img_4f1e64354d498b6a4a76,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121533.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121533.jpg,20251021_121533.jpg,4f1e64354d498b6a4a769cd5bb276958ddde25c8bdc82db21dcbef5972526cd5,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,34.25,,50.0,18.5,31.5,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,73_R4S_437_S2_13_1,73,S2,plot_d262175a030921a83f7c,score_qr,weak_pretrain
img_8501248df4856556b75a,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121545.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121545.jpg,20251021_121545.jpg,8501248df4856556b75a02a97c8ed20dcd870a77c58e40d5b25c356d15fee584,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,22.75,,30.0,15.5,14.5,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,84_R4S_177_SLM 0512_14_1,84,SLM 0512,plot_ecaa6386f36f4566ea46,score_qr,weak_pretrain
img_bff27c5d7450e6b1448f,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121556.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121556.jpg,20251021_121556.jpg,bff27c5d7450e6b1448ffed094e76864d5de7007c0ba2fc89fb6320ad5e1ac07,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,23.0,,30.0,16.0,14.0,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,84_R4S_177_SLM 0512_14_1,84,SLM 0512,plot_ecaa6386f36f4566ea46,score_qr,weak_pretrain
img_9a67be96d4962c366161,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121605.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121605.jpg,20251021_121605.jpg,9a67be96d4962c366161e83a4b79250f183f23184563c28c6d23d985d1d2f78f,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,19.0,,25.0,13.0,12.0,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,84_R4S_177_SLM 0512_14_1,84,SLM 0512,plot_ecaa6386f36f4566ea46,score_qr,weak_pretrain
img_b2bdf6b3af5a4725d0a9,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121721.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121721.jpg,20251021_121721.jpg,b2bdf6b3af5a4725d0a9312fc5555f3c9a3c1cfba47577a8d39b1511c7bb6ed7,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,38.25,,50.0,26.5,23.5,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,97_R4S_265_Pirola_17_1,97,Pirola,plot_1567e6fbdfcaddf7a13f,score_qr,weak_pretrain
img_6ecd2208ca9cae0ea125,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121727.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121727.jpg,20251021_121727.jpg,6ecd2208ca9cae0ea1250cf0c318aa02c447817c7c33e04857013570091e0a74,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,30.5,,40.0,21.0,19.0,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,97_R4S_265_Pirola_17_1,97,Pirola,plot_1567e6fbdfcaddf7a13f,score_qr,weak_pretrain
img_87128fdc44a5742848f9,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121737.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121737.jpg,20251021_121737.jpg,87128fdc44a5742848f911291ce47cf63e372eea2af6e6753af644db25f12b54,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,29.75,,35.0,24.5,10.5,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,97_R4S_265_Pirola_17_1,97,Pirola,plot_1567e6fbdfcaddf7a13f,score_qr,weak_pretrain
img_93f566883ca72d168aae,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121755.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121755.jpg,20251021_121755.jpg,93f566883ca72d168aae4a1697aade152aacf297f10bb9358823c781e7ccda3e,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,10.0,,15.0,5.0,10.0,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,108_R4S_242_SWGospel_18_1,108,SWGospel,plot_7085c17d28247f52ec8b,score_qr,weak_pretrain
img_92c736dcd1fd93d21122,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121834.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121834.jpg,20251021_121834.jpg,92c736dcd1fd93d21122af6e61f1098d97ee065c83d002a57c92f7bb567dd436,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,10.0,,5.0,15.0,10.0,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,109_R4S_187_AMBER X COMMANCHE DH LINE_19_1,109,AMBER X COMMANCHE DH LINE,plot_08853fb661302206a300,score_qr,weak_pretrain
img_1bf5556b975a62509196,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121843.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121843.jpg,20251021_121843.jpg,1bf5556b975a62509196b1b7b0427602608f8fd50067aaf38763a1fa71669bb0,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,8.0,,4.0,12.0,8.0,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,109_R4S_187_AMBER X COMMANCHE DH LINE_19_1,109,AMBER X COMMANCHE DH LINE,plot_08853fb661302206a300,score_qr,weak_pretrain
img_8dcf78653adc710f7a0d,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121921.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121921.jpg,20251021_121921.jpg,8dcf78653adc710f7a0dc01301ed8669033f10d3d096ffe3ca70192ba583620e,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,23.75,,40.0,7.5,32.5,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,120_R4S_158_Lipid_20_1,120,Lipid,plot_5cb10cc36c39f8550120,score_qr,weak_pretrain
img_f89ab4b05fa86c0edd03,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121943.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121943.jpg,20251021_121943.jpg,f89ab4b05fa86c0edd03130e6ffc46286ea119201adac4423712281d0f66b501,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,24.0,,30.0,18.0,12.0,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,121_R4S_147_Picasso_21_1,121,Picasso,plot_fc292ac3221828037f2a,score_qr,weak_pretrain
img_f0554a17d058c42c5beb,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121951.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121951.jpg,20251021_121951.jpg,f0554a17d058c42c5bebca2983194ec573352eacb327ad64cd07297df1b4ff16,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,16.75,,20.0,13.5,6.5,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,121_R4S_147_Picasso_21_1,121,Picasso,plot_fc292ac3221828037f2a,score_qr,weak_pretrain
img_1f2f3e386df37b131726,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122013.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122013.jpg,20251021_122013.jpg,1f2f3e386df37b131726d65f51090d38ce06400d695efaeb7c4f56fa94d0c9ef,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,9.5,,5.0,14.0,9.0,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,132_R4S_266_Alaska_22_1,132,Alaska,plot_de57345dfd586882f461,score_qr,weak_pretrain
img_a8ca3bcacdf068ef0006,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122022.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122022.jpg,20251021_122022.jpg,a8ca3bcacdf068ef0006bebd3e79085c5f92b938c15b1bf6ae1276203f5d405c,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,18.0,,15.0,21.0,6.0,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,132_R4S_266_Alaska_22_1,132,Alaska,plot_de57345dfd586882f461,score_qr,weak_pretrain
img_2de687b98e13ca8c4510,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122032.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122032.jpg,20251021_122032.jpg,2de687b98e13ca8c4510ef6a1ed85ef0c6adb295fa45dd63b47a088acd9b3094,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,35.25,,40.0,30.5,9.5,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,132_R4S_266_Alaska_22_1,132,Alaska,plot_de57345dfd586882f461,score_qr,weak_pretrain
img_8cbe5d99ddfa1bb0e120,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122046.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122046.jpg,20251021_122046.jpg,8cbe5d99ddfa1bb0e120c6ad42183d55fa0f838fcd7e4036314d6b2fbeac96ff,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,4.95,,2.0,7.9,5.9,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,133_R4S_224_APEX/93_5 X GINZOU_3 DH LINE_23_1,133,APEX/93_5 X GINZOU_3 DH LINE,plot_166bd930c637bcfcd528,score_qr,weak_pretrain
img_fa0291c971757dfd7fd3,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122055.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122055.jpg,20251021_122055.jpg,fa0291c971757dfd7fd3e693864508c511ef96d92e3c2eef7015fc5cff654660,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,25.25,,35.0,15.5,19.5,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,133_R4S_224_APEX/93_5 X GINZOU_3 DH LINE_23_1,133,APEX/93_5 X GINZOU_3 DH LINE,plot_166bd930c637bcfcd528,score_qr,weak_pretrain
img_cc817202075b617225bd,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122101.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122101.jpg,20251021_122101.jpg,cc817202075b617225bdf51cb0c9ef22da91dab468ba1683b7786aada43d1f06,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,26.25,,30.0,22.5,7.5,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,133_R4S_224_APEX/93_5 X GINZOU_3 DH LINE_23_1,133,APEX/93_5 X GINZOU_3 DH LINE,plot_166bd930c637bcfcd528,score_qr,weak_pretrain
img_abc1867c5911f01e2699,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122126.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122126.jpg,20251021_122126.jpg,abc1867c5911f01e2699317a80b989a2a0a4d23ba2efd1a00c11be3ddfe48e4f,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,25.5,,30.0,21.0,9.0,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,144_R4S_379_Skryesyowicki_24_1,144,Skryesyowicki,plot_db7e0347309c8abba7fd,score_qr,weak_pretrain
img_bf7a03960b517974e8c8,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122148.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122148.jpg,20251021_122148.jpg,bf7a03960b517974e8c81f624c3eb133a613bed3c9c9b99d8209c5ba759a29f9,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,27.25,,40.0,14.5,25.5,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,145_R4S_549_ALLESANDRO KWS_25_1,145,ALLESANDRO KWS,plot_cdc3b1e601906dcad704,score_qr,weak_pretrain
img_b3bbc974651909fd5748,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122158.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122158.jpg,20251021_122158.jpg,b3bbc974651909fd57486cd33d83476152da02e48505eb39413f508bda1bad66,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,19.25,,25.0,13.5,11.5,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,145_R4S_549_ALLESANDRO KWS_25_1,145,ALLESANDRO KWS,plot_cdc3b1e601906dcad704,score_qr,weak_pretrain
img_353563a1b580a8cc0425,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122206.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122206.jpg,20251021_122206.jpg,353563a1b580a8cc0425fb5f013cfa6e09c84e088f1c99bb8e037330497a84c6,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,19.75,,33.0,6.5,26.5,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,145_R4S_549_ALLESANDRO KWS_25_1,145,ALLESANDRO KWS,plot_cdc3b1e601906dcad704,score_qr,weak_pretrain
img_6e06ee9e5c859a03dc23,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122330.jpg,2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_122330.jpg,20251021_122330.jpg,6e06ee9e5c859a03dc237a9761a72a6d0020ff1c0570c30e828eaf43a07fd280,gg_insects_t1_bbch10,JLU,Gross-Gerau,Insects,2025-10-21,T1,BBCH10,9.0,,2.0,16.0,14.0,False,5.0,dual_weak,1.0,2025_10_21_RSFB-Phenotyping_GG1_scores.csv,157_R4S_225_Barrel_27_1,157,Barrel,plot_f0fdaec340e3ae5ac4bf,score_qr,weak_pretrain
