image_id,absolute_path,relative_path,file_name,sha256,cohort_id,partner,location,experiment,sampling_date,timepoint,bbch,plot_group_id
img_f0fbc33b926f3acf9839,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080634.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080634.jpg,20250912_080634.jpg,f0fbc33b926f3acf9839d51d9f66f450acafbd8ef636264d6b01b71e2a4c75af,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_2dca0c47f6e0e4211dcc
img_ca7d569ce432dbb322aa,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080647.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080647.jpg,20250912_080647.jpg,ca7d569ce432dbb322aa92c13faeb71652386ff79a86d31244b1943adbbbe58a,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,plot_2691e682296b494d2891
img_1553f11ded803ce335f3,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080701.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080701.jpg,20250912_080701.jpg,1553f11ded803ce335f3130eeb201631d8042f6b8ea100be3a6e4030b40f37bf,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_e39eb0d5e54cf4cce394
img_8e42f67da3b2d7d9cd27,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080719.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080719.jpg,20250912_080719.jpg,8e42f67da3b2d7d9cd271c3d2ce8919bcf42b121972130f75c1c8723b06f635c,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_19bae5e1746249cfc8d3
img_8e9666b6889a39e13d82,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080735.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080735.jpg,20250912_080735.jpg,8e9666b6889a39e13d82689d345363f507cdb189f0538838274324f5096792d7,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_5e809b562281159a4496
img_b0f2bffc82a2c659f857,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080805.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080805.jpg,20250912_080805.jpg,b0f2bffc82a2c659f8573a25ea939848f227ff22987ebe07c323467ca3c19fb1,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_b4406a4878f6c033063c
img_54e1482cb45d57011b71,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080836.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080836.jpg,20250912_080836.jpg,54e1482cb45d57011b71acd3f736c6fd0cc87b0e24d3fced69e102fca2850809,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_4291397152118169e418
img_5e40c7634f77ddefdb48,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080847.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080847.jpg,20250912_080847.jpg,5e40c7634f77ddefdb48ab4b9e00db26427856c3e02bcb3f9fa3be907f88666a,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_1920e3960f92dcac53a5
img_eb4c322cb53136868f6a,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080908.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080908.jpg,20250912_080908.jpg,eb4c322cb53136868f6a912340629daf4243375235a5923a009707244b8141a9,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,plot_b9485079eb013068371b
img_565fc344bf9f7601fed7,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080924.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080924.jpg,20250912_080924.jpg,565fc344bf9f7601fed77a5f83a87bdff35de55463b35486a227fcee7eab5dc3,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,plot_9beab6dd04a2a55f758a
img_15c8f880e2a8c9f5424a,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080941.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080941.jpg,20250912_080941.jpg,15c8f880e2a8c9f5424ac9d13513d07d3f9b176cff56c73349b616f6968d8d8f,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_6f2e79510c3fb8695690
img_ed208e3e4db81c3448f2,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080957.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080957.jpg,20250912_080957.jpg,ed208e3e4db81c3448f29065b1eaee3c939e62886e2361acc0379c722f193813,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_d981318c8897dbea2154
img_69db32a352a52ec23644,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081046.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081046.jpg,20250912_081046.jpg,69db32a352a52ec236440c2ac056ef6d6aee69c5138035037caed35ff57ee907,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_52ecb228ed0fa990b09e
img_dd10f399d9a69b77afe1,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081100.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081100.jpg,20250912_081100.jpg,dd10f399d9a69b77afe14b373a79eb2cb3f33761c01c2e8e912b5027a8230d04,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_5ab5863d7d55d374d40a
img_a933159c27d4bc7534a8,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081117.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081117.jpg,20250912_081117.jpg,a933159c27d4bc7534a8b91ced420da4a795e5739252c5eaba83b98b7adc2910,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,plot_e79b43fb473083d3eb9c
img_3f707076b0f163835055,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081141.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081141.jpg,20250912_081141.jpg,3f707076b0f1638350553f61ec210040a982a61feab822f911da6cda5258460d,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,plot_16221fb9a6f542ddd2e9
img_7cdcedb4c493084d9d6c,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081152.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081152.jpg,20250912_081152.jpg,7cdcedb4c493084d9d6c5728102154b2e3e12e300f8c86f9477a6d0273f3c9a5,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_4007b8a8f21f5c68a71c
img_3f964fa5694fb081b4b6,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081213.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081213.jpg,20250912_081213.jpg,3f964fa5694fb081b4b6ec68100739f3d7d052d496d7c79fa18be851f11e2fa2,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_93493069bc0c05a3e43e
img_34163a5133f9cc9d31ff,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081243.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081243.jpg,20250912_081243.jpg,34163a5133f9cc9d31ff5fc09f22894791fdb3843f84464e1c1a77a0d19a5876,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_34e7a0866ef35c49d772
img_afedebab0b31a8569dec,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081253.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081253.jpg,20250912_081253.jpg,afedebab0b31a8569dec3381e23a83f494c6285aa5729bf9fca0a406d3b58f52,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,plot_59a95ecd3c03e7f6271a
img_5acf5c65aa1e5e624997,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081304.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081304.jpg,20250912_081304.jpg,5acf5c65aa1e5e624997dfaa26341ce04869f5f1f68acee4fb799833bac83e5c,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,plot_59a95ecd3c03e7f6271a
img_4a274361acac75439fef,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081326.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081326.jpg,20250912_081326.jpg,4a274361acac75439fefa8466388b4967362f698b32cd739216723f914f15257,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,plot_50ab86cc6f9a67caede6
img_a0a71d6bfac59f66a34e,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081341.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081341.jpg,20250912_081341.jpg,a0a71d6bfac59f66a34edd024a20328fab9cb9a198432f8ec5baca68edc52872,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,plot_50ab86cc6f9a67caede6
img_171ecbff2f6b2eba924c,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081356.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081356.jpg,20250912_081356.jpg,171ecbff2f6b2eba924c928b28e0eeba09bd1681796b31dbfbe276004b42c21d,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,plot_50ab86cc6f9a67caede6
img_d4b250d91450e076c780,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081423.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081423.jpg,20250912_081423.jpg,d4b250d91450e076c780974fe8e219ea8b0019fb86d067a0832459253c235b68,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_26ed1c80df597735ad67
img_05b33a5e45cce1290a6d,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081437.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081437.jpg,20250912_081437.jpg,05b33a5e45cce1290a6d90765a1449d45d1aa2e40d4b89d21c38445e1456a843,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_97681a6184a72534778f
img_853d4ca890ccdaeafbfc,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081453.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081453.jpg,20250912_081453.jpg,853d4ca890ccdaeafbfcf78895fd091dada8a1fde7836f7f646ba1d80a07aa77,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_318477c553718f617649
img_ecbb42db12251cafef73,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081509.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081509.jpg,20250912_081509.jpg,ecbb42db12251cafef7303439ba33e595a1b49f073158133b172153376f92ea0,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_62299c74189dc841054d
img_9d82989768a1d0e949f3,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081520.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081520.jpg,20250912_081520.jpg,9d82989768a1d0e949f3a8a1cf7384431346c31c440f6b051e26ea197f59689f,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_811b8ff7f013ad4ed582
img_77efb2c2cbb65e28b3b5,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081531.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081531.jpg,20250912_081531.jpg,77efb2c2cbb65e28b3b5c5e09b671cd8530a91e4f1b15ae8169c854b557109fc,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_3a3efd224d9e7ae908fb
img_efd96ae1b8196c9eefd4,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081549.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081549.jpg,20250912_081549.jpg,efd96ae1b8196c9eefd4a793f90ccabcae336f1b9234398f8af98310be648101,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_e7952c488ea66ee7c804
img_5a0e14eeeac85725f361,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081603.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081603.jpg,20250912_081603.jpg,5a0e14eeeac85725f361a404906edd256ea44eb105598b5b46bbc5579763f802,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,plot_411b6cfb48595a3b4cc7
img_ea63667057030408da60,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081614.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081614.jpg,20250912_081614.jpg,ea63667057030408da60e9e6657838a578f479e6cfd6679300fd8c65ba1edaad,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_11ffce5b247d1c36c98b
img_833b1e0d51426a71af71,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081639.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081639.jpg,20250912_081639.jpg,833b1e0d51426a71af71050866cd23d6f8a5f3384fc9fcc2b5d0666aebef222c,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_0691d94465a3d0db98df
img_d67bc56506fd88f5eb47,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081650.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081650.jpg,20250912_081650.jpg,d67bc56506fd88f5eb47f5fb124e0c4ce6573df936604a776d3c97502f674ee7,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,plot_42f45c1913dd96d0ed8b
img_10e4d450c02da6782f6a,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081703.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081703.jpg,20250912_081703.jpg,10e4d450c02da6782f6a70949f5615de58883adf7dc90968dc3830f01f243c55,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,plot_42f45c1913dd96d0ed8b
img_6ee71ada9f6facba3ace,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081718.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081718.jpg,20250912_081718.jpg,6ee71ada9f6facba3ace349f25063284feb77ecca7ec247b640d5c9a4a6279c8,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_e5dcdd511fae9d9cbfcd
img_bc410ff0def9c745d8e3,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081730.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081730.jpg,20250912_081730.jpg,bc410ff0def9c745d8e35292c43b6df8cf5c5301681aae28bd4947be4f2f2c83,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,image_cba9ecc183f54177c503
img_62765da0e53980f8cd06,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081744.jpg,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_081744.jpg,20250912_081744.jpg,62765da0e53980f8cd06e671c1e6ac9d7b0b31156b65e89b2e28e36684d450a4,npzi_malchow_t1_bbch10,NPZi,Malchow,Insects,2025-09-12,T1,BBCH10,plot_9b006415e6f1360c95c7
