filename,target,new_prediction,target_old,previous_prediction,new_absolute_error,previous_absolute_error,absolute_error_reduction
2025_09_15_Re4StRes_T1_DSV/IMG_3288.JPG,2.0,9.341134,2.0,8.963371,7.341134,6.963371,-0.37776307135009723
2025_09_15_Re4StRes_T1_DSV/IMG_3296.JPG,3.0,3.168521,3.0,2.7711663,0.16852093,0.22883370000000003,0.06031277257080081
2025_09_15_Re4StRes_T1_DSV/IMG_3297.JPG,3.0,3.187058,3.0,2.8252306,0.18705797,0.17476940000000019,-0.012288571954345517
2025_09_15_Re4StRes_T1_DSV/IMG_3326.JPG,3.0,8.568938,3.0,8.231862,5.5689383,5.231862,-0.337076255310059
2025_09_15_Re4StRes_T1_DSV/IMG_3354.JPG,3.0,12.729435,3.0,12.389443,9.729435,9.389443,-0.33999196704101564
2025_09_15_Re4StRes_T1_DSV/IMG_3364.JPG,2.0,3.0965629,2.0,2.6948256,1.0965629,0.6948256000000002,-0.4017372623962401
2025_09_15_Re4StRes_T1_DSV/IMG_3382.JPG,9.0,8.200571,9.0,7.815126,0.79942894,1.1848739999999998,0.3854450601806638
2025_09_15_Re4StRes_T1_DSV/IMG_3389.JPG,9.0,8.317602,9.0,7.9189267,0.68239784,1.0810733,0.39867545759277334
2025_09_15_Re4StRes_T1_DSV/IMG_3398.JPG,6.0,3.464075,6.0,3.102839,2.535925,2.897161,0.36123608850097666
2025_09_15_Re4StRes_T1_DSV/IMG_3400.JPG,2.0,3.0831046,2.0,2.6907601,1.0831046,0.6907600999999999,-0.39234451044311536
2025_09_15_Re4StRes_T1_DSV/IMG_3405.JPG,3.0,2.4380822,3.0,2.041235,0.5619178,0.9587650000000001,0.3968472181701661
2025_09_15_Re4StRes_T1_DSV/IMG_3411.JPG,9.0,2.3781452,9.0,2.0193782,6.621855,6.9806218,0.3587670178955076
2025_09_15_Re4StRes_T1_DSV/IMG_3438.JPG,12.0,3.999227,12.0,3.620049,8.000772,8.379951,0.3791785238037111
2025_09_15_Re4StRes_T1_DSV/IMG_3452.JPG,1.0,3.4923549,1.0,3.1189494,2.4923549,2.1189494,-0.3734054698425293
