filename,target,new_prediction,target_old,previous_prediction,new_absolute_error,previous_absolute_error,absolute_error_reduction
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_133238.jpg,13.0,5.0793476,13.0,4.61793,7.9206524,8.382069999999999,0.4614176104736316
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_133314.jpg,3.0,4.1329536,3.0,3.682756,1.1329536,0.6827559999999999,-0.4501976437988282
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_133352.jpg,5.0,3.1600566,5.0,2.6989899,1.8399434,2.3010101,0.4610666910339356
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_133541.jpg,14.0,3.0916743,14.0,2.6355958,10.908325,11.3644042,0.4560790046874992
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_133558.jpg,3.0,5.745018,3.0,5.2959027,2.745018,2.2959027,-0.4491153053710937
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_133707.jpg,8.0,3.8294265,8.0,3.3682027,4.170573,4.631797300000001,0.4612240654418951
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_133904.jpg,4.0,3.299283,4.0,2.837081,0.700717,1.162919,0.4622020276489258
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_134023.jpg,3.0,3.9322095,3.0,3.4680917,0.9322095,0.4680917,-0.46411779172973633
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_134123.jpg,30.0,4.473069,30.0,4.022217,25.526932,25.977783,0.45085123730468624
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_134202.jpg,2.0,3.0041451,2.0,2.5487003,1.0041451,0.5487003000000001,-0.4554448454162596
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_134244.jpg,5.0,1.2468824,5.0,0.78280735,3.7531176,4.21719265,0.4640750886596683
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_134345.jpg,4.0,4.0252495,4.0,3.560577,0.025249481,0.4394230000000001,0.41417351879882824
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_134607.jpg,7.0,3.6710594,7.0,3.2201238,3.3289406,3.7798762,0.45093557004089346
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_134803.jpg,4.0,3.7475557,4.0,3.3007278,0.25244427,0.6992721999999998,0.44682793272705057
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_135242.jpg,5.0,3.330535,5.0,2.874661,1.6694651,2.125339,0.45587393499755846
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_135649.jpg,1.0,6.8395023,1.0,6.458241,5.8395023,5.458241,-0.38126133459472644
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_135811.jpg,2.0,3.6579528,2.0,3.1997018,1.6579528,1.1997018000000002,-0.4582509854919432
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_135817.jpg,3.0,3.6787827,3.0,3.2299938,0.6787827,0.22999379999999991,-0.44878890149230966
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_135834.jpg,4.0,3.4675083,4.0,3.0141454,0.5324917,0.9858546000000001,0.4533629160400392
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_140002.jpg,3.0,5.4010167,3.0,4.955117,2.4010167,1.9551170000000004,-0.44589971218872027
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_140106.jpg,6.0,3.7402525,6.0,3.284577,2.2597475,2.715423,0.45567549481201164
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_140235.jpg,7.0,3.5941856,7.0,3.1498604,3.4058144,3.8501396,0.44432519074401844
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_140334.jpg,2.0,6.4101944,2.0,5.980617,4.4101944,3.9806169999999996,-0.4295773969726566
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_140620.jpg,1.0,3.994018,1.0,3.5441391,2.994018,2.5441391,-0.4498789778503416
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_140713.jpg,7.0,4.7509985,7.0,4.2962976,2.2490015,2.7037024,0.4547008970092774
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_140839.jpg,3.0,4.229984,3.0,3.769338,1.2299838,0.7693379999999999,-0.46064580661010757
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141204.jpg,4.0,4.936884,4.0,4.480829,0.9368839,0.48082899999999995,-0.4560549263916016
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141221.jpg,3.0,4.248621,3.0,3.7963147,1.248621,0.7963146999999999,-0.45230628693847663
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141249.jpg,2.0,4.2622023,2.0,3.7991164,2.2622023,1.7991164,-0.463085862878418
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141427.jpg,4.0,3.4752972,4.0,3.0243454,0.5247028,0.9756545999999999,0.45095181260070794
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141453.jpg,4.0,3.0501456,4.0,2.5908637,0.9498544,1.4091363000000001,0.45928192606811535
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141526.jpg,3.0,4.7854996,3.0,4.335759,1.7854996,1.3357590000000004,-0.4497405727539059
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141547.jpg,10.0,4.447012,10.0,3.988367,5.552988,6.011633,0.4586449476318357
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141623.jpg,9.0,8.842571,9.0,8.389881,0.15742874,0.6101189999999992,0.45269025854492106
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141749.jpg,7.0,3.0841017,7.0,2.6453948,3.9158983,4.3546052,0.4387068769409179
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_142117.jpg,20.0,5.1855884,20.0,4.747503,14.814411,15.252497,0.43808583666992185
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_142149.jpg,2.0,5.166447,2.0,4.7082586,3.1664472,2.7082585999999997,-0.4581885626281741
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_142415.jpg,5.0,4.478816,5.0,4.0250206,0.52118397,0.9749793999999996,0.4537954324096676
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_142608.jpg,2.0,4.6080513,2.0,4.1717105,2.6080513,2.1717104999999997,-0.43634080004882847
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_142708.jpg,4.0,4.812051,4.0,4.350622,0.8120508,0.35062200000000043,-0.4614288193969722
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_142927.jpg,17.0,7.203338,17.0,6.746479,9.796661,10.253521,0.4568596230468742
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_143324.jpg,3.0,4.2751646,3.0,3.8262994,1.2751646,0.8262993999999999,-0.4488652041870118
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_143544.jpg,2.0,3.075523,2.0,2.6216278,1.0755229,0.6216278000000002,-0.45389509962768537
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_143642.jpg,1.0,2.9441304,1.0,2.5464034,1.9441304,1.5464034,-0.39772702068481447
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_143744.jpg,1.0,3.1459503,1.0,2.705605,2.1459503,1.7056049999999998,-0.4403453173828127
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_143914.jpg,3.0,4.953993,3.0,4.49312,1.9539928,1.4931200000000002,-0.46087284362792946
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_144310.jpg,3.0,3.946592,3.0,3.487092,0.9465921,0.4870920000000001,-0.459500092514038
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_144323.jpg,3.0,3.39292,3.0,2.9577641,0.39292002,0.042235900000000104,-0.35068411724243154
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_144339.jpg,7.0,5.7622967,7.0,5.3103743,1.2377033,1.6896256999999997,0.45192237663574186
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_144349.jpg,13.0,4.296377,13.0,3.8545134,8.703623,9.1454866,0.44186378200683585
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_152829.jpg,8.0,3.5965993,8.0,3.1345387,4.4034004,4.8654613,0.46206087885742164
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_152855.jpg,6.0,3.8867402,6.0,3.4260962,2.1132598,2.5739038,0.4606440076721192
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_153228.jpg,6.0,7.566878,6.0,7.1200047,1.5668778,1.1200047,-0.4468731419494629
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_153424.jpg,8.0,2.5641956,8.0,2.1146283,5.4358044,5.8853717,0.44956733293457063
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_153546.jpg,5.0,4.0901127,5.0,3.6365457,0.9098873,1.3634543,0.45356698615722646
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_153638.jpg,12.0,3.3599112,12.0,2.9169688,8.640089,9.0830312,0.44294216496582095
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_154057.jpg,4.0,3.6211452,4.0,3.175599,0.37885475,0.8244009999999999,0.4455462484130859
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_154553.jpg,30.0,9.288822,30.0,8.849718,20.711178,21.150282,0.4391041740722663
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_154720.jpg,15.0,6.2829432,15.0,5.8272104,8.717056,9.1727896,0.45573332558593727
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_154903.jpg,2.0,3.5698519,2.0,3.1073012,1.5698519,1.1073012000000002,-0.4625506753051756
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_155124.jpg,2.0,5.082073,2.0,4.6256413,3.0820732,2.6256413,-0.45643191166992203
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_155420.jpg,6.0,7.9588885,6.0,7.499784,1.9588885,1.499784,-0.45910453073120117
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_155620.jpg,2.0,3.7885447,2.0,3.3406434,1.7885447,1.3406433999999998,-0.4479012548461916
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_155652.jpg,3.0,3.4241378,3.0,2.967134,0.42413783,0.03286599999999984,-0.3912718307342531
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_155935.jpg,2.0,3.4148636,2.0,2.9653206,1.4148636,0.9653206000000001,-0.44954298642578117
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_160001.jpg,15.0,4.7787914,15.0,4.3311243,10.221209,10.668875700000001,0.44766712761230565
