image_id,sha256,relative_path,cohort_id,plot_group_id,pair_path,identity,level_index,requested_fraction,realized_fraction,kind
img_282e399200063413d938,282e399200063413d938f63834c117bf679cdc6c1f5e1e98f1d027b5f80699c4,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080259.jpg,npzi_malchow_t1_bbch10,plot_42d05f723b800451c1e4,cache/counterfactual_feeding_pairs/img_282e399200063413d938_76551f613cd5dc90.npz,76551f613cd5dc90dabebcc52b429800c8e5fec466e04623884ad2d258410284,0,0.019999999552965164,0.020052501931786537,interior
img_282e399200063413d938,282e399200063413d938f63834c117bf679cdc6c1f5e1e98f1d027b5f80699c4,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080259.jpg,npzi_malchow_t1_bbch10,plot_42d05f723b800451c1e4,cache/counterfactual_feeding_pairs/img_282e399200063413d938_76551f613cd5dc90.npz,76551f613cd5dc90dabebcc52b429800c8e5fec466e04623884ad2d258410284,1,0.05000000074505806,0.049998898059129715,interior
img_282e399200063413d938,282e399200063413d938f63834c117bf679cdc6c1f5e1e98f1d027b5f80699c4,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080259.jpg,npzi_malchow_t1_bbch10,plot_42d05f723b800451c1e4,cache/counterfactual_feeding_pairs/img_282e399200063413d938_76551f613cd5dc90.npz,76551f613cd5dc90dabebcc52b429800c8e5fec466e04623884ad2d258410284,2,0.10000000149011612,0.09990955144166946,interior
img_282e399200063413d938,282e399200063413d938f63834c117bf679cdc6c1f5e1e98f1d027b5f80699c4,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080259.jpg,npzi_malchow_t1_bbch10,plot_42d05f723b800451c1e4,cache/counterfactual_feeding_pairs/img_282e399200063413d938_76551f613cd5dc90.npz,76551f613cd5dc90dabebcc52b429800c8e5fec466e04623884ad2d258410284,3,0.20000000298023224,0.19970880448818207,edge
img_fd233e6ad6171953163d,fd233e6ad6171953163d87cc34f8370692db1a0e35aae509af0eafed871806a5,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080318.jpg,npzi_malchow_t1_bbch10,image_96cf22536fd852c08221,cache/counterfactual_feeding_pairs/img_fd233e6ad6171953163d_8df692e17098e03a.npz,8df692e17098e03a145230bccd6b441836a779961e80397678b901ab38a3181d,0,0.019999999552965164,0.019999632611870766,edge
img_fd233e6ad6171953163d,fd233e6ad6171953163d87cc34f8370692db1a0e35aae509af0eafed871806a5,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080318.jpg,npzi_malchow_t1_bbch10,image_96cf22536fd852c08221,cache/counterfactual_feeding_pairs/img_fd233e6ad6171953163d_8df692e17098e03a.npz,8df692e17098e03a145230bccd6b441836a779961e80397678b901ab38a3181d,1,0.05000000074505806,0.05005422607064247,edge
img_fd233e6ad6171953163d,fd233e6ad6171953163d87cc34f8370692db1a0e35aae509af0eafed871806a5,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080318.jpg,npzi_malchow_t1_bbch10,image_96cf22536fd852c08221,cache/counterfactual_feeding_pairs/img_fd233e6ad6171953163d_8df692e17098e03a.npz,8df692e17098e03a145230bccd6b441836a779961e80397678b901ab38a3181d,2,0.10000000149011612,0.09994301944971085,edge
img_fd233e6ad6171953163d,fd233e6ad6171953163d87cc34f8370692db1a0e35aae509af0eafed871806a5,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080318.jpg,npzi_malchow_t1_bbch10,image_96cf22536fd852c08221,cache/counterfactual_feeding_pairs/img_fd233e6ad6171953163d_8df692e17098e03a.npz,8df692e17098e03a145230bccd6b441836a779961e80397678b901ab38a3181d,3,0.20000000298023224,0.19999632239341736,interior
img_a6e465aaa1ee5c944b1b,a6e465aaa1ee5c944b1b356d34b29ca37dcd511298dd936e270b202d385df488,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080332.jpg,npzi_malchow_t1_bbch10,image_41c96551b9f5bcabd5df,cache/counterfactual_feeding_pairs/img_a6e465aaa1ee5c944b1b_9f657997c071b2fc.npz,9f657997c071b2fc10caf4231d45b3219bfe8f421c1bdb02375caaa1e9a3f362,0,0.019999999552965164,0.019998613744974136,interior
img_a6e465aaa1ee5c944b1b,a6e465aaa1ee5c944b1b356d34b29ca37dcd511298dd936e270b202d385df488,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080332.jpg,npzi_malchow_t1_bbch10,image_41c96551b9f5bcabd5df,cache/counterfactual_feeding_pairs/img_a6e465aaa1ee5c944b1b_9f657997c071b2fc.npz,9f657997c071b2fc10caf4231d45b3219bfe8f421c1bdb02375caaa1e9a3f362,1,0.05000000074505806,0.05006585270166397,interior
img_a6e465aaa1ee5c944b1b,a6e465aaa1ee5c944b1b356d34b29ca37dcd511298dd936e270b202d385df488,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080332.jpg,npzi_malchow_t1_bbch10,image_41c96551b9f5bcabd5df,cache/counterfactual_feeding_pairs/img_a6e465aaa1ee5c944b1b_9f657997c071b2fc.npz,9f657997c071b2fc10caf4231d45b3219bfe8f421c1bdb02375caaa1e9a3f362,2,0.10000000149011612,0.10035699605941772,edge
img_a6e465aaa1ee5c944b1b,a6e465aaa1ee5c944b1b356d34b29ca37dcd511298dd936e270b202d385df488,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080332.jpg,npzi_malchow_t1_bbch10,image_41c96551b9f5bcabd5df,cache/counterfactual_feeding_pairs/img_a6e465aaa1ee5c944b1b_9f657997c071b2fc.npz,9f657997c071b2fc10caf4231d45b3219bfe8f421c1bdb02375caaa1e9a3f362,3,0.20000000298023224,0.200072780251503,edge
img_4317e129cef6631a3ec2,4317e129cef6631a3ec2808f2c8b0e55ce2da203f5937c7ae9ffdbf3742fc614,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080351.jpg,npzi_malchow_t1_bbch10,image_46e3bdbf33e87e4cdd41,cache/counterfactual_feeding_pairs/img_4317e129cef6631a3ec2_8534c611bb36c04c.npz,8534c611bb36c04c9e667c8caf62e8c4db35c67eb71f26a755acf116f0661b42,0,0.019999999552965164,0.020199377089738846,edge
img_4317e129cef6631a3ec2,4317e129cef6631a3ec2808f2c8b0e55ce2da203f5937c7ae9ffdbf3742fc614,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080351.jpg,npzi_malchow_t1_bbch10,image_46e3bdbf33e87e4cdd41,cache/counterfactual_feeding_pairs/img_4317e129cef6631a3ec2_8534c611bb36c04c.npz,8534c611bb36c04c9e667c8caf62e8c4db35c67eb71f26a755acf116f0661b42,1,0.05000000074505806,0.049963124096393585,edge
img_4317e129cef6631a3ec2,4317e129cef6631a3ec2808f2c8b0e55ce2da203f5937c7ae9ffdbf3742fc614,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080351.jpg,npzi_malchow_t1_bbch10,image_46e3bdbf33e87e4cdd41,cache/counterfactual_feeding_pairs/img_4317e129cef6631a3ec2_8534c611bb36c04c.npz,8534c611bb36c04c9e667c8caf62e8c4db35c67eb71f26a755acf116f0661b42,2,0.10000000149011612,0.0999024510383606,interior
img_4317e129cef6631a3ec2,4317e129cef6631a3ec2808f2c8b0e55ce2da203f5937c7ae9ffdbf3742fc614,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080351.jpg,npzi_malchow_t1_bbch10,image_46e3bdbf33e87e4cdd41,cache/counterfactual_feeding_pairs/img_4317e129cef6631a3ec2_8534c611bb36c04c.npz,8534c611bb36c04c9e667c8caf62e8c4db35c67eb71f26a755acf116f0661b42,3,0.20000000298023224,0.20032833516597748,interior
img_c8921dc03aa5a9e63f5c,c8921dc03aa5a9e63f5ce439974af8eb900b9f79974a7df10baf5f9caf3af8e3,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080406.jpg,npzi_malchow_t1_bbch10,plot_28c05f10d133eed4432f,cache/counterfactual_feeding_pairs/img_c8921dc03aa5a9e63f5c_55ba3a0d773a56d3.npz,55ba3a0d773a56d334b7947acd1e7ac214011f76d27946da1038e8970483a437,0,0.019999999552965164,0.020035117864608765,interior
img_c8921dc03aa5a9e63f5c,c8921dc03aa5a9e63f5ce439974af8eb900b9f79974a7df10baf5f9caf3af8e3,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080406.jpg,npzi_malchow_t1_bbch10,plot_28c05f10d133eed4432f,cache/counterfactual_feeding_pairs/img_c8921dc03aa5a9e63f5c_55ba3a0d773a56d3.npz,55ba3a0d773a56d334b7947acd1e7ac214011f76d27946da1038e8970483a437,1,0.05000000074505806,0.05005241930484772,edge
img_c8921dc03aa5a9e63f5c,c8921dc03aa5a9e63f5ce439974af8eb900b9f79974a7df10baf5f9caf3af8e3,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080406.jpg,npzi_malchow_t1_bbch10,plot_28c05f10d133eed4432f,cache/counterfactual_feeding_pairs/img_c8921dc03aa5a9e63f5c_55ba3a0d773a56d3.npz,55ba3a0d773a56d334b7947acd1e7ac214011f76d27946da1038e8970483a437,2,0.10000000149011612,0.10002122819423676,interior
img_c8921dc03aa5a9e63f5c,c8921dc03aa5a9e63f5ce439974af8eb900b9f79974a7df10baf5f9caf3af8e3,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080406.jpg,npzi_malchow_t1_bbch10,plot_28c05f10d133eed4432f,cache/counterfactual_feeding_pairs/img_c8921dc03aa5a9e63f5c_55ba3a0d773a56d3.npz,55ba3a0d773a56d334b7947acd1e7ac214011f76d27946da1038e8970483a437,3,0.20000000298023224,0.1996629685163498,edge
img_b2cdbff2cfb3f1df6a46,b2cdbff2cfb3f1df6a461de8588340efcacce495ed46e179a744c5a18aaa37fc,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080435.jpg,npzi_malchow_t1_bbch10,plot_28c05f10d133eed4432f,cache/counterfactual_feeding_pairs/img_b2cdbff2cfb3f1df6a46_f1b65b129b3e3332.npz,f1b65b129b3e3332e0daba554c854abdb400c4ddc7c8d20cef0b614c0fae3711,0,0.019999999552965164,0.020011132583022118,edge
img_b2cdbff2cfb3f1df6a46,b2cdbff2cfb3f1df6a461de8588340efcacce495ed46e179a744c5a18aaa37fc,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080435.jpg,npzi_malchow_t1_bbch10,plot_28c05f10d133eed4432f,cache/counterfactual_feeding_pairs/img_b2cdbff2cfb3f1df6a46_f1b65b129b3e3332.npz,f1b65b129b3e3332e0daba554c854abdb400c4ddc7c8d20cef0b614c0fae3711,1,0.05000000074505806,0.04993041977286339,edge
img_b2cdbff2cfb3f1df6a46,b2cdbff2cfb3f1df6a461de8588340efcacce495ed46e179a744c5a18aaa37fc,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080435.jpg,npzi_malchow_t1_bbch10,plot_28c05f10d133eed4432f,cache/counterfactual_feeding_pairs/img_b2cdbff2cfb3f1df6a46_f1b65b129b3e3332.npz,f1b65b129b3e3332e0daba554c854abdb400c4ddc7c8d20cef0b614c0fae3711,2,0.10000000149011612,0.0999165028333664,interior
img_b2cdbff2cfb3f1df6a46,b2cdbff2cfb3f1df6a461de8588340efcacce495ed46e179a744c5a18aaa37fc,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080435.jpg,npzi_malchow_t1_bbch10,plot_28c05f10d133eed4432f,cache/counterfactual_feeding_pairs/img_b2cdbff2cfb3f1df6a46_f1b65b129b3e3332.npz,f1b65b129b3e3332e0daba554c854abdb400c4ddc7c8d20cef0b614c0fae3711,3,0.20000000298023224,0.19974951446056366,edge
img_233db41afa28c05bd91e,233db41afa28c05bd91e4b5768b3f022572b3e1e8bb8b23ac55a2c37e39b2f91,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080537.jpg,npzi_malchow_t1_bbch10,image_4ae34cfd2142e467129e,cache/counterfactual_feeding_pairs/img_233db41afa28c05bd91e_c5671c476ba0a8e5.npz,c5671c476ba0a8e5e7da753e32b123698e145b1a2991a61d5926f73336799ba2,0,0.019999999552965164,0.01996707171201706,edge
img_233db41afa28c05bd91e,233db41afa28c05bd91e4b5768b3f022572b3e1e8bb8b23ac55a2c37e39b2f91,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080537.jpg,npzi_malchow_t1_bbch10,image_4ae34cfd2142e467129e,cache/counterfactual_feeding_pairs/img_233db41afa28c05bd91e_c5671c476ba0a8e5.npz,c5671c476ba0a8e5e7da753e32b123698e145b1a2991a61d5926f73336799ba2,1,0.05000000074505806,0.05016288906335831,edge
img_233db41afa28c05bd91e,233db41afa28c05bd91e4b5768b3f022572b3e1e8bb8b23ac55a2c37e39b2f91,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080537.jpg,npzi_malchow_t1_bbch10,image_4ae34cfd2142e467129e,cache/counterfactual_feeding_pairs/img_233db41afa28c05bd91e_c5671c476ba0a8e5.npz,c5671c476ba0a8e5e7da753e32b123698e145b1a2991a61d5926f73336799ba2,2,0.10000000149011612,0.09990541636943817,interior
img_233db41afa28c05bd91e,233db41afa28c05bd91e4b5768b3f022572b3e1e8bb8b23ac55a2c37e39b2f91,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080537.jpg,npzi_malchow_t1_bbch10,image_4ae34cfd2142e467129e,cache/counterfactual_feeding_pairs/img_233db41afa28c05bd91e_c5671c476ba0a8e5.npz,c5671c476ba0a8e5e7da753e32b123698e145b1a2991a61d5926f73336799ba2,3,0.20000000298023224,0.20009107887744904,edge
img_26c512165614dde00bc9,26c512165614dde00bc9bc828cdaa45d72b4a3d70c881854697afdc9046f419f,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080554.jpg,npzi_malchow_t1_bbch10,plot_16ad56828eb2e98de076,cache/counterfactual_feeding_pairs/img_26c512165614dde00bc9_bdb1cfa5ff87a0e8.npz,bdb1cfa5ff87a0e8425fad391d08f509f5ac8c97686d9a8fd1e32c34ad086112,0,0.019999999552965164,0.020086508244276047,interior
img_26c512165614dde00bc9,26c512165614dde00bc9bc828cdaa45d72b4a3d70c881854697afdc9046f419f,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080554.jpg,npzi_malchow_t1_bbch10,plot_16ad56828eb2e98de076,cache/counterfactual_feeding_pairs/img_26c512165614dde00bc9_bdb1cfa5ff87a0e8.npz,bdb1cfa5ff87a0e8425fad391d08f509f5ac8c97686d9a8fd1e32c34ad086112,1,0.05000000074505806,0.05012739077210426,interior
img_26c512165614dde00bc9,26c512165614dde00bc9bc828cdaa45d72b4a3d70c881854697afdc9046f419f,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080554.jpg,npzi_malchow_t1_bbch10,plot_16ad56828eb2e98de076,cache/counterfactual_feeding_pairs/img_26c512165614dde00bc9_bdb1cfa5ff87a0e8.npz,bdb1cfa5ff87a0e8425fad391d08f509f5ac8c97686d9a8fd1e32c34ad086112,2,0.10000000149011612,0.10031403601169586,edge
img_26c512165614dde00bc9,26c512165614dde00bc9bc828cdaa45d72b4a3d70c881854697afdc9046f419f,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080554.jpg,npzi_malchow_t1_bbch10,plot_16ad56828eb2e98de076,cache/counterfactual_feeding_pairs/img_26c512165614dde00bc9_bdb1cfa5ff87a0e8.npz,bdb1cfa5ff87a0e8425fad391d08f509f5ac8c97686d9a8fd1e32c34ad086112,3,0.20000000298023224,0.19890975952148438,edge
img_0613d95be91dcc9a2bd2,0613d95be91dcc9a2bd273ad0b659d9820ee79f49b35a3a113b32c4405e570ac,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080613.jpg,npzi_malchow_t1_bbch10,image_7c18f276e0ef8eff085d,cache/counterfactual_feeding_pairs/img_0613d95be91dcc9a2bd2_4804933d9bb48f17.npz,4804933d9bb48f17289674ed5a596397d1b0bd98c44687ae6882d1c7418ebf7e,0,0.019999999552965164,0.020056607201695442,edge
img_0613d95be91dcc9a2bd2,0613d95be91dcc9a2bd273ad0b659d9820ee79f49b35a3a113b32c4405e570ac,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080613.jpg,npzi_malchow_t1_bbch10,image_7c18f276e0ef8eff085d,cache/counterfactual_feeding_pairs/img_0613d95be91dcc9a2bd2_4804933d9bb48f17.npz,4804933d9bb48f17289674ed5a596397d1b0bd98c44687ae6882d1c7418ebf7e,1,0.05000000074505806,0.04996844008564949,interior
img_0613d95be91dcc9a2bd2,0613d95be91dcc9a2bd273ad0b659d9820ee79f49b35a3a113b32c4405e570ac,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080613.jpg,npzi_malchow_t1_bbch10,image_7c18f276e0ef8eff085d,cache/counterfactual_feeding_pairs/img_0613d95be91dcc9a2bd2_4804933d9bb48f17.npz,4804933d9bb48f17289674ed5a596397d1b0bd98c44687ae6882d1c7418ebf7e,2,0.10000000149011612,0.09981470555067062,edge
img_0613d95be91dcc9a2bd2,0613d95be91dcc9a2bd273ad0b659d9820ee79f49b35a3a113b32c4405e570ac,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080613.jpg,npzi_malchow_t1_bbch10,image_7c18f276e0ef8eff085d,cache/counterfactual_feeding_pairs/img_0613d95be91dcc9a2bd2_4804933d9bb48f17.npz,4804933d9bb48f17289674ed5a596397d1b0bd98c44687ae6882d1c7418ebf7e,3,0.20000000298023224,0.1997515857219696,edge
img_f0fbc33b926f3acf9839,f0fbc33b926f3acf9839d51d9f66f450acafbd8ef636264d6b01b71e2a4c75af,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080634.jpg,npzi_malchow_t1_bbch10,image_2dca0c47f6e0e4211dcc,cache/counterfactual_feeding_pairs/img_f0fbc33b926f3acf9839_3d6f3a1e963bdb04.npz,3d6f3a1e963bdb045b227e369d780539d7e16e44d775eba97eb4d39e42f049c3,0,0.019999999552965164,0.020079810172319412,interior
img_f0fbc33b926f3acf9839,f0fbc33b926f3acf9839d51d9f66f450acafbd8ef636264d6b01b71e2a4c75af,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080634.jpg,npzi_malchow_t1_bbch10,image_2dca0c47f6e0e4211dcc,cache/counterfactual_feeding_pairs/img_f0fbc33b926f3acf9839_3d6f3a1e963bdb04.npz,3d6f3a1e963bdb045b227e369d780539d7e16e44d775eba97eb4d39e42f049c3,1,0.05000000074505806,0.050050944089889526,interior
img_f0fbc33b926f3acf9839,f0fbc33b926f3acf9839d51d9f66f450acafbd8ef636264d6b01b71e2a4c75af,2025_09_12_RSFB_01_NPZi/2025_09_12_RSFB_01_NPZi/20250912_080634.jpg,npzi_malchow_t1_bbch10,image_2dca0c47f6e0e4211dcc,cache/counterfactual_feeding_pairs/img_f0fbc33b926f3acf9839_3d6f3a1e963bdb04.npz,3d6f3a1e963bdb045b227e369d780539d7e16e44d775eba97eb4d39e42f049c3,2,0.10000000149011612,0.10022924095392227,edge
