filename,cohort_id,manifest_split,source_image_path,processed_image_path,processed_width,processed_height,created,status,error
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151915.jpg,gg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_151915.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251021_151915_gridv3_8231eb29bcf4.jpg,1400,1400,True,ok,
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_152442.jpg,gg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_152442.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251021_152442_gridv3_e6be211c641e.jpg,1400,1400,True,ok,
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161203.jpg,gg_insects_t1_bbch10,finetune,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_161203.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251021_161203_gridv3_187933239702.jpg,1400,1400,True,ok,
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132849.jpg,gg_insects_t1_bbch10,finetune,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_132849.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251021_132849_gridv3_6b1dd8fd8955.jpg,1400,1400,True,ok,
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154233.jpg,gg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154233.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251021_154233_gridv3_265bce0ad1cd.jpg,1400,1400,True,ok,
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154744.jpg,gg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_154744.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251021_154744_gridv3_803a1d54a71f.jpg,1400,1400,True,ok,
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162237.jpg,gg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162237.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251021_162237_gridv3_5880bb8b1e9c.jpg,1400,1400,True,ok,
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162049.jpg,gg_insects_t1_bbch10,finetune,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_162049.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251021_162049_gridv3_3e9ea2a965c3.jpg,1400,1400,True,ok,
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121149.jpg,gg_insects_t1_bbch10,validation,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_121149.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251021_121149_gridv3_5fcd8d305c6c.jpg,1400,1400,True,ok,
2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_160837.jpg,gg_insects_t1_bbch10,finetune,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_21_RSFB-Phenotyping_GG1_JLU/2025_10_21_RSFB-Phenotyping_GG1_JLU/20251021_160837.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251021_160837_gridv3_4b533b9f999e.jpg,1400,1400,True,ok,
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_155420.jpg,wg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_155420.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251007_155420_gridv3_5c7efde0d736.jpg,1400,1400,False,ok,
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_140002.jpg,wg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_140002.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251007_140002_gridv3_71b9868a8adb.jpg,1400,1400,False,ok,
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_134202.jpg,wg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_134202.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251007_134202_gridv3_0ece9ac566f6.jpg,1400,1400,False,ok,
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_153228.jpg,wg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_153228.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251007_153228_gridv3_39f1ef788e4e.jpg,1400,1400,False,ok,
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_154057.jpg,wg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_154057.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251007_154057_gridv3_e8cdeee51935.jpg,1400,1400,False,ok,
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_154903.jpg,wg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_154903.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251007_154903_gridv3_8aa3ea0b9a71.jpg,1400,1400,False,ok,
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141249.jpg,wg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141249.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251007_141249_gridv3_dd51b6476eec.jpg,1400,1400,False,ok,
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_132600.jpg,wg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_132600.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251007_132600_gridv3_99529f3e340f.jpg,1400,1400,False,ok,
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_155935.jpg,wg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_155935.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251007_155935_gridv3_188eafd32afa.jpg,1400,1400,False,ok,
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141526.jpg,wg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141526.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251007_141526_gridv3_6680f41a16f4.jpg,1400,1400,False,ok,
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141453.jpg,wg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_141453.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251007_141453_gridv3_2a0434e457b1.jpg,1400,1400,False,ok,
2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_160001.jpg,wg_insects_t1_bbch10,pretrain,/home/nfs/data/nvme_datasets/Pictures_CFSB_leaf_damage/2025_10_07_RSFB-Phenotyping_WG1_JLU/2025_10_07_RSFB-Phenotyping_WG1_JLU/20251007_160001.jpg,/home/user/tabbakhab1/dev/project/cache/grid_crops_multicohort_1400_inset075/20251007_160001_gridv3_ef8b79b390d9.jpg,1400,1400,False,ok,
